candidate_id,candidate_key,review_decision,reviewed_by,reviewed_at,event_name,date_start,date_end,time_display,venue_name,city_or_region,state_or_territory,registration_url,source_url,review_notes
cand_aff1ff235f1045f2,aff1ff235f1045f2,,,,GRIP & RIP ‘25,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_8bb9e1c6e15f3848,8bb9e1c6e15f3848,,,,QUALIFIERS ARE NOW OPEN!,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_b961584371298b73,b961584371298b73,,,,GRIP & RIP ‘25,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_a7ca9261741eeb63,a7ca9261741eeb63,,,,QUALIFIERS ARE NOW OPEN!,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_00948edc9143923a,00948edc9143923a,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_c31193a05f36dc52,c31193a05f36dc52,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_94bc0f4d80b69939,94bc0f4d80b69939,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_3f9dacdce4bd6370,3f9dacdce4bd6370,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_0643ee2801f1d38e,0643ee2801f1d38e,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_6cacd375196566ce,6cacd375196566ce,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_4ae62b4c6e7c52e9,4ae62b4c6e7c52e9,,,,,,,,,,,,https://www.9degrees.com.au/locations,
cand_bc36fefd09205d5f,bc36fefd09205d5f,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_892c7a98cc5fe425,892c7a98cc5fe425,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_c55af076c99fa9f9,c55af076c99fa9f9,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_6f5bd2330d92f87c,6f5bd2330d92f87c,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_42c6fdf793758646,42c6fdf793758646,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_5a8f687db6178138,5a8f687db6178138,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_1d089bf6cbac4842,1d089bf6cbac4842,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_eeafc5a9998ccb66,eeafc5a9998ccb66,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_63fd69a3c8c69df5,63fd69a3c8c69df5,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_2e80cf38e4c0d4e0,2e80cf38e4c0d4e0,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_aa887f21f196d67b,aa887f21f196d67b,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_52a53f70c5bd317b,52a53f70c5bd317b,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_f93d59877d6278f8,f93d59877d6278f8,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_ff188cb01e70e812,ff188cb01e70e812,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_e46771c3d0b9d7ba,e46771c3d0b9d7ba,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_ad355e580ba5ae9e,ad355e580ba5ae9e,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_953e5f175359e437,953e5f175359e437,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_d6afb457b45ae41c,d6afb457b45ae41c,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_89e478571bcbfadd,89e478571bcbfadd,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_ce2f139849ff229e,ce2f139849ff229e,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_581b0082ea2f34ee,581b0082ea2f34ee,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_9691355fdc13815a,9691355fdc13815a,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_db14cd0d4d848feb,db14cd0d4d848feb,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_01c162e2f382c923,01c162e2f382c923,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_68f5dc6cf369623b,68f5dc6cf369623b,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_ae6f0dbda3512edb,ae6f0dbda3512edb,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_6fb79d7afbcb43dd,6fb79d7afbcb43dd,,,,,,,,,,,,https://indoorclimbing.com.au/stpeters/,
cand_d3fb946741237efc,d3fb946741237efc,,,,,,,,,,,,https://www.9degrees.com.au/locations,
cand_cb27197e06944922,cb27197e06944922,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
cand_8e48717eb4a11e9b,8e48717eb4a11e9b,,,,,,,,,,,,https://www.9degrees.com.au/brisbaneevents,
